X,Y
1.758500774292310E+08,-1.086968363813986E+08
1.770203855558251E+08,-1.067311913536997E+08
1.781708672299485E+08,-1.047535923992470E+08
1.793013867656184E+08,-1.027642569843737E+08
1.804118112485798E+08,-1.007634043991063E+08
1.815020105667255E+08,-9.875125571411481E+07
1.825718574395213E+08,-9.672803373696044E+07
1.836212274466440E+08,-9.469396296763186E+07
1.846499990559502E+08,-9.264926955353321E+07
1.856580536506179E+08,-9.059418124403276E+07
1.866452755552410E+08,-8.852892734447706E+07
1.876115520608912E+08,-8.645373866951451E+07
1.885567734493139E+08,-8.436884749576829E+07
1.894808330162898E+08,-8.227448751410902E+07
1.903836270940064E+08,-8.017089378168799E+07
1.912650550723510E+08,-7.805830267360300E+07
1.921250194192244E+08,-7.593695183397919E+07
1.929634257000114E+08,-7.380708012650266E+07
1.937801825961606E+08,-7.166892758465129E+07
1.945752019226745E+08,-6.952273536172792E+07
1.953483986443997E+08,-6.736874568056943E+07
1.960996908912539E+08,-6.520720178284053E+07
1.968289999725942E+08,-6.303834787804669E+07
1.975362503907101E+08,-6.086242909244565E+07
1.982213698532271E+08,-5.867969141783696E+07
1.988842892843221E+08,-5.649038166005997E+07
1.995249428348909E+08,-5.429474738713653E+07
2.001432678917946E+08,-5.209303687724449E+07
2.007392050860952E+08,-4.988549906676003E+07
2.013126983001288E+08,-4.767238349838043E+07
2.018636946734601E+08,-4.545394026912329E+07
2.023921446079018E+08,-4.323041997809837E+07
2.028980017716567E+08,-4.100207367422694E+07
2.033812231024276E+08,-3.876915280410694E+07
2.038417688093241E+08,-3.653190915998191E+07
2.042796023736081E+08,-3.429059482765823E+07
2.046946905484891E+08,-3.204546213440918E+07
2.050870033580811E+08,-2.979676359708181E+07
2.054565140953927E+08,-2.754475187048637E+07
2.058031993191819E+08,-2.528967969591398E+07
2.061270388497241E+08,-2.303179984962322E+07
2.064280157636630E+08,-2.077136509137783E+07
2.067061163879599E+08,-1.850862811327951E+07
2.069613302927638E+08,-1.624384148902434E+07
2.071936502831404E+08,-1.397725762345937E+07
2.074030723898233E+08,-1.170912870226720E+07
2.075895958591469E+08,-9.439706641836040E+06
2.077532231420841E+08,-7.169243039543810E+06
2.078939598821874E+08,-4.897989124542654E+06
2.080118149023812E+08,-2.626195708912344E+06
2.081068001907833E+08,-3.541131391192996E+05
2.081789308857520E+08,1.918008752030930E+06
2.082282252601629E+08,4.189920692748444E+06
2.082547047047710E+08,6.461374018991304E+06
2.082583937106301E+08,8.732120720803153E+06
2.082393198507369E+08,1.100191348831168E+07
2.081975137610229E+08,1.327050575718850E+07
2.081330091205945E+08,1.553765175339102E+07
2.080458426310723E+08,1.780310653722376E+07
2.079360539951150E+08,2.006662604691276E+07
2.078036858943567E+08,2.232796714176254E+07
2.076487839668094E+08,2.458688764474861E+07
2.074713967835441E+08,2.684314638440116E+07
2.072715758244964E+08,2.909650323605657E+07
2.070493754534815E+08,3.134671916263190E+07
2.068048528926232E+08,3.359355625485815E+07
2.065380681962728E+08,3.583677777073259E+07
2.062490842243049E+08,3.807614817411774E+07
2.059379666146924E+08,4.031143317269423E+07
2.056047837554423E+08,4.254239975544234E+07
2.052496067560621E+08,4.476881622954307E+07
2.048725094185458E+08,4.699045225645781E+07
2.044735682077214E+08,4.920707888711661E+07
2.040528622209185E+08,5.141846859636564E+07
2.036104731571746E+08,5.362439531680338E+07
2.031464852861726E+08,5.582463447194025E+07
2.026609854168246E+08,5.801896300852329E+07
2.021540628652951E+08,6.020715942801961E+07
2.016258094224398E+08,6.238900381742515E+07
2.010763193208542E+08,6.456427787946334E+07
2.005056892016831E+08,6.673276496198982E+07
1.999140180811412E+08,6.889425008641465E+07
1.993014073166258E+08,7.104851997524309E+07
1.986679605724408E+08,7.319536307899779E+07
1.980137837852872E+08,7.533456960256885E+07
1.973389851295979E+08,7.746593153077716E+07
1.966436749825957E+08,7.958924265298629E+07
1.959279658889402E+08,8.170429858685036E+07
1.951919725250726E+08,8.381089680137131E+07
1.944358116635092E+08,8.590883663927713E+07
1.936596021371484E+08,8.799791933858375E+07
1.928634648033946E+08,9.007794805327483E+07
1.920475225079553E+08,9.214872787322634E+07
1.912119000484286E+08,9.421006584352437E+07
1.903567241378800E+08,9.626177098310095E+07
1.894821233684349E+08,9.830365430246001E+07
1.885882281747610E+08,1.003355288204451E+08
1.876751707973989E+08,1.023572095802826E+08
1.867430852460679E+08,1.043685136651005E+08
1.857921072630727E+08,1.063692602128165E+08
1.848223742867593E+08,1.083592704301668E+08
1.838340254148499E+08,1.103383676058602E+08
1.828272013676385E+08,1.123063771230377E+08
1.818020444512596E+08,1.142631264711335E+08
1.807586985212191E+08,1.162084452570262E+08
1.796973089460938E+08,1.181421652153744E+08
1.786180225711842E+08,1.200641202182072E+08
1.775209876821102E+08,1.219741462839514E+08
1.764063539685440E+08,1.238720815859325E+08
1.752742724881928E+08,1.257577664601600E+08
1.741248956309339E+08,1.276310434122353E+08
1.729583770829934E+08,1.294917571234968E+08
1.717748717912482E+08,1.313397544566685E+08
1.705745359278115E+08,1.331748844610687E+08
1.693575268549178E+08,1.349969983771705E+08
1.681240030899528E+08,1.368059496403797E+08
1.668741242705079E+08,1.386015938841576E+08
1.656080511195790E+08,1.403837889426592E+08
1.643259454111377E+08,1.421523948528447E+08
1.630279699361257E+08,1.439072738559114E+08
1.617142884686807E+08,1.456482903980505E+08
1.603850657324542E+08,1.473753111307146E+08
1.590404673671397E+08,1.490882049105224E+08
1.576806598953926E+08,1.507868427986982E+08
1.563058106901172E+08,1.524710980598356E+08
1.549160879419669E+08,1.541408461599699E+08
1.535116606270505E+08,1.557959647641867E+08
1.520926984750137E+08,1.574363337339611E+08
1.506593719375869E+08,1.590618351241328E+08
1.492118521574812E+08,1.606723531793174E+08
1.477503109374430E+08,1.622677743297698E+08
1.462749207094660E+08,1.638479871868983E+08
1.447858545043500E+08,1.654128825384864E+08
1.432832859217468E+08,1.669623533434615E+08
1.417673891005858E+08,1.684962947261040E+08
1.402383386896766E+08,1.700146039698300E+08
1.386963098184773E+08,1.715171805107341E+08
1.371414780682133E+08,1.730039259308663E+08
1.355740194434311E+08,1.744747439510248E+08
1.339941103438610E+08,1.759295404229258E+08
1.324019275364976E+08,1.773682233208734E+08
1.307976481280395E+08,1.787907027331635E+08
1.291814495378819E+08,1.801968908532701E+08
1.275535094716379E+08,1.815867019706424E+08
1.259140058949943E+08,1.829600524610266E+08
1.242631170078008E+08,1.843168607764671E+08
1.226010212185226E+08,1.856570474351580E+08
1.209278971192449E+08,1.869805350110656E+08
1.192439234612329E+08,1.882872481231515E+08
1.175492791308631E+08,1.895771134242349E+08
1.158441431258083E+08,1.908500595897347E+08
1.141286945315791E+08,1.921060173063986E+08
1.124031124985567E+08,1.933449192608673E+08
1.106675762194533E+08,1.945667001278661E+08
1.089222649070261E+08,1.957712965580373E+08
1.071673577720527E+08,1.969586471656195E+08
1.054030340017746E+08,1.981286925161047E+08
1.036294727388949E+08,1.992813751137761E+08
1.018468530609631E+08,2.004166393889628E+08
1.000553539599536E+08,2.015344316850484E+08
9.825515432207105E+07,2.026347002454208E+08
9.644643290798216E+07,2.037173952003859E+08
9.462936833357351E+07,2.047824685538569E+08
9.280413905112399E+07,2.058298741697153E+08
9.097092333073938E+07,2.068595677580310E+08
8.912989924206412E+07,2.078715068613642E+08
8.728124463642168E+07,2.088656508411057E+08
8.542513712941456E+07,2.098419608636249E+08
8.356175408382420E+07,2.108003998861265E+08
8.169127259270610E+07,2.117409326423620E+08
7.981386946282691E+07,2.126635256283820E+08
7.792972119863759E+07,2.135681470883195E+08
7.603900398672429E+07,2.144547670000536E+08
7.414189368050064E+07,2.153233570606990E+08
7.223856578504911E+07,2.161738906720707E+08
7.032919544226675E+07,2.170063429262434E+08
6.841395741648300E+07,2.178206905910865E+08
6.649302608051282E+07,2.186169120955794E+08
6.456657540198817E+07,2.193949875149546E+08
6.263477892991358E+07,2.201548985559358E+08
6.069780978155786E+07,2.208966285421788E+08
5.875584062977675E+07,2.216201623997274E+08
5.680904369066826E+07,2.223254866422833E+08
5.485759071139475E+07,2.230125893563408E+08
5.290165295820022E+07,2.236814601863847E+08
5.094140120484177E+07,2.243320903202214E+08
4.897700572152390E+07,2.249644724743229E+08
4.700863626414653E+07,2.255786008790796E+08
4.503646206366086E+07,2.261744712640431E+08
4.306065181558660E+07,2.267520808433184E+08
4.108137366989201E+07,2.273114283010892E+08
3.909879522129145E+07,2.278525137770702E+08
3.711308349982310E+07,2.283753388517875E+08
3.512440496159995E+07,2.288799065318834E+08
3.313292547980087E+07,2.293662212356778E+08
3.113881033602526E+07,2.298342887789291E+08
2.914222421198683E+07,2.302841163605466E+08
2.714333118137575E+07,2.307157125481766E+08
2.514229470181002E+07,2.311290872638287E+08
2.313927760703356E+07,2.315242517696872E+08
2.113444209955503E+07,2.319012186540378E+08
1.912794974366396E+07,2.322600018171671E+08
1.711996145858271E+07,2.326006164572559E+08
1.511063751166878E+07,2.329230790564244E+08
1.310013751183564E+07,2.332274073670019E+08
1.108862040333969E+07,2.335136203978677E+08
9.076244459857289E+06,2.337817384006767E+08
7.063167278699847E+06,2.340317828560273E+08
5.049545775178251E+06,2.342637764598303E+08
3.035536177256012E+06,2.344777431099886E+08
1.021294020535006E+06,2.346737078931926E+08
-9.930258565641512E+05,2.348516970716386E+08
-3.007269317577023E+06,2.350117380697464E+08
-5.021282932666881E+06,2.351538594610728E+08
-7.034913982980845E+06,2.352780909554385E+08
-9.048010464613995E+06,2.353844633861129E+08
-1.106042109236651E+07,2.354730086970080E+08
-1.307199530349725E+07,2.355437599300195E+08
-1.508258326141807E+07,2.355967512126656E+08
-1.709203585914434E+07,2.356320177459488E+08
-1.910020472248710E+07,2.356495957922226E+08
-2.110694221315818E+07,2.356495226629905E+08
-2.311210143187086E+07,2.356318367068122E+08
-2.511553622131512E+07,2.355965772975195E+08
-2.711710116889302E+07,2.355437848226666E+08
-2.911665160929333E+07,2.354735006719640E+08
-3.111404362708232E+07,2.353857672256178E+08
-3.310913405933804E+07,2.352806278427446E+08
-3.510178049813846E+07,2.351581268499661E+08
-3.709184129271621E+07,2.350183095300621E+08
-3.907917555132891E+07,2.348612221105479E+08
-4.106364314305542E+07,2.346869117522717E+08
-4.304510469958245E+07,2.344954265382335E+08
-4.502342161681420E+07,2.342868154626721E+08
-4.699845605618960E+07,2.340611284202375E+08
-4.897007094581572E+07,2.338184161950922E+08
-5.093812998157568E+07,2.335587304500285E+08
-5.290249762816212E+07,2.332821237158373E+08
-5.486303911986724E+07,2.329886493810108E+08
-5.681962046112744E+07,2.326783616816006E+08
-5.877210842701560E+07,2.323513156910620E+08
-6.072037056382031E+07,2.320075673101648E+08
-6.266427518961930E+07,2.316471732571474E+08
-6.460369139464455E+07,2.312701910580826E+08
-6.653848904139242E+07,2.308766790372599E+08
-6.846853876464508E+07,2.304666963075528E+08
-7.039371197156052E+07,2.300403027609652E+08
-7.231388084176601E+07,2.295975590594972E+08
-7.422891832728270E+07,2.291385266262012E+08
-7.613869815228716E+07,2.286632676362051E+08
-7.804309481287774E+07,2.281718450076631E+08
-7.994198357689470E+07,2.276643223928263E+08
-8.183524048362286E+07,2.271407641693985E+08
-8.372274234324972E+07,2.266012354321081E+08
-8.560436673620825E+07,2.260458019843031E+08
-8.747999201261264E+07,2.254745303295347E+08
-8.934949729179738E+07,2.248874876633011E+08
-9.121276246176583E+07,2.242847418650278E+08
-9.306966817841139E+07,2.236663614901323E+08
-9.492009586459793E+07,2.230324157620196E+08
-9.676392770927545E+07,2.223829745641313E+08
-9.860104666666600E+07,2.217181084322773E+08
-1.004313364553747E+08,2.210378885472501E+08
-1.022546815573412E+08,2.203423867274897E+08
-1.040709672167537E+08,2.196316754216499E+08
-1.058800794390613E+08,2.189058277011770E+08
-1.076819049899971E+08,2.181649172531062E+08
-1.094763313944090E+08,2.174090183731068E+08
-1.112632469349007E+08,2.166382059586175E+08
-1.130425406505088E+08,2.158525555019629E+08
-1.148141023355483E+08,2.150521430835472E+08
-1.165778225384983E+08,2.142370453652742E+08
-1.183335925607291E+08,2.134073395841283E+08
-1.200813044550642E+08,2.125631035457138E+08
-1.218208510243391E+08,2.117044156177353E+08
-1.235521258200545E+08,2.108313547236524E+08
-1.252750231410400E+08,2.099440003366585E+08
-1.269894380320015E+08,2.090424324738278E+08
-1.286952662819945E+08,2.081267316901903E+08
-1.303924044229880E+08,2.071969790727339E+08
-1.320807497285396E+08,2.062532562345327E+08
-1.337602002123921E+08,2.052956453091176E+08
-1.354306546268578E+08,2.043242289449885E+08
-1.370920124611363E+08,2.033390903001247E+08
-1.387441739397945E+08,2.023403130365161E+08
-1.403870400214014E+08,2.013279813148679E+08
-1.420205123971052E+08,2.003021797895136E+08
-1.436444934890453E+08,1.992629936033570E+08
-1.452588864487141E+08,1.982105083827075E+08
-1.468635951554106E+08,1.971448102321422E+08
-1.484585242147592E+08,1.960659857296431E+08
-1.500435789571616E+08,1.949741219220064E+08
-1.516186654361526E+08,1.938693063202671E+08
-1.531836904268004E+08,1.927516268950035E+08
-1.547385614242584E+08,1.916211720716594E+08
-1.562831866423543E+08,1.904780307260705E+08
-1.578174750120090E+08,1.893222921801689E+08
-1.593413361794933E+08,1.881540461977103E+08
-1.608546805047530E+08,1.869733829799867E+08
-1.623574190599340E+08,1.857803931616548E+08
-1.638494636279649E+08,1.845751678067882E+08
-1.653307267010018E+08,1.833577984050477E+08
-1.668011214787681E+08,1.821283768677775E+08
-1.682605618669533E+08,1.808869955240349E+08
-1.697089624757211E+08,1.796337471167936E+08
-1.711462386182030E+08,1.783687247994783E+08
-1.725723063089060E+08,1.770920221326707E+08
-1.739870822621356E+08,1.758037330807491E+08
-1.753904838906009E+08,1.745039520084763E+08
-1.767824293041957E+08,1.731927736777370E+08
-1.781628373087651E+08,1.718702932444890E+08
-1.795316274047475E+08,1.705366062557718E+08
-1.808887197858324E+08,1.691918086466516E+08
-1.822340353378589E+08,1.678359967371791E+08
-1.835674956379262E+08,1.664692672294951E+08
-1.848890229534955E+08,1.650917172050498E+08
-1.861985402413776E+08,1.637034441217329E+08
-1.874959711467274E+08,1.623045458108082E+08
-1.887812400021511E+08,1.608951204738071E+08
-1.900542718268282E+08,1.594752666796277E+08
-1.913149923255032E+08,1.580450833618492E+08
-1.925633278873790E+08,1.566046698160325E+08
-1.937992055850868E+08,1.551541256968948E+08
-1.950225531738123E+08,1.536935510155174E+08
-1.962332990904450E+08,1.522230461367625E+08
-1.974313724525688E+08,1.507427117768256E+08
-1.986167030573237E+08,1.492526490007592E+08
-1.997892213803583E+08,1.477529592199844E+08
-2.009488585750042E+08,1.462437441899723E+08
-2.020955464715280E+08,1.447251060081490E+08
-2.032292175762958E+08,1.431971471118701E+08
-2.043498050709029E+08,1.416599702762709E+08
-2.054572428114363E+08,1.401136786120261E+08
-2.065514653278735E+08,1.385583755632456E+08
-2.076324078234489E+08,1.369941649056270E+08
-2.087000061739273E+08,1.354211507447188E+08
-2.097541969269389E+08,1.338394375140783E+08
-2.107949173015290E+08,1.322491299733521E+08
-2.118221051878636E+08,1.306503332064773E+08
-2.128356991468827E+08,1.290431526200391E+08
-2.138356384098143E+08,1.274276939416150E+08
-2.148218628776917E+08,1.258040632180129E+08
-2.157943131210610E+08,1.241723668135599E+08
-2.167529303798551E+08,1.225327114086091E+08
-2.176976565632524E+08,1.208852039981823E+08
-2.186284342494559E+08,1.192299518905251E+08
-2.195452066855475E+08,1.175670627054967E+08
-2.204479177875123E+08,1.158966443729632E+08
-2.213365121403114E+08,1.142188051313926E+08
-2.222109349978413E+08,1.125336535266248E+08
-2.230711322828599E+08,1.108412984106116E+08
-2.239170505870867E+08,1.091418489400339E+08
-2.247486371715272E+08,1.074354145749412E+08
-2.255658399668455E+08,1.057221050775478E+08
-2.263686075736136E+08,1.040020305110836E+08
-2.271568892624900E+08,1.022753012385228E+08
-2.279306349745158E+08,1.005420279212473E+08
-2.286897953216066E+08,9.880232151786995E+07
-2.294343215871121E+08,9.705629328326906E+07
-2.301641657263116E+08,9.530405476762524E+07
-2.308792803669176E+08,9.354571781527638E+07
-2.315796188097432E+08,9.178139456346545E+07
-2.322651350295052E+08,9.001119744120139E+07
-2.329357836755673E+08,8.823523916831072E+07
-2.335915200725720E+08,8.645363275453494E+07
-2.342323002211556E+08,8.466649149852000E+07
